mAP,F1_max,F1_threshold,Rank-1,Rank-5,Rank-10,Precision@optimal,Recall@optimal,PR_AUC
0.1860403047512041,0.1063964534515516,0.9797979797979799,32.35867446393762,49.317738791423,57.50487329434698,0.13614262560777957,0.08731808731808732,0.08519413130212605
