mAP,F1_max,F1_threshold,Rank-1,Rank-5,Rank-10,Precision@optimal,Recall@optimal,PR_AUC
0.32315912374727673,0.15690376569037656,0.98989898989899,47.563352826510716,69.00584795321637,77.38791423001949,0.15789473684210525,0.15592515592515593,0.13514399290758816
